,PP,C,timestamp,HR,RMSSD,SCL,date,subject,label,Condition,ElapsedTime
2262,PP19,1,20121019T134900000,,,87.165714,2012-10-19 13:49:00,p19,rest,R,0
2263,PP19,1,20121019T135000000,,,89.310449,2012-10-19 13:50:00,p19,rest,R,1
2264,PP19,1,20121019T135100000,,,91.523288,2012-10-19 13:51:00,p19,rest,R,2
2265,PP19,1,20121019T135200000,,,94.926492,2012-10-19 13:52:00,p19,rest,R,3
2266,PP19,1,20121019T135300000,,,102.543002,2012-10-19 13:53:00,p19,rest,R,4
2267,PP19,1,20121019T135400000,,,98.820261,2012-10-19 13:54:00,p19,rest,R,5
2268,PP19,1,20121019T140100000,,,105.873101,2012-10-19 14:01:00,p19,no stress,N,12
2269,PP19,1,20121019T140200000,,,108.588863,2012-10-19 14:02:00,p19,no stress,N,13
2270,PP19,1,20121019T140300000,,,104.912768,2012-10-19 14:03:00,p19,no stress,N,14
2271,PP19,1,20121019T140400000,,,96.686684,2012-10-19 14:04:00,p19,no stress,N,15
2272,PP19,1,20121019T140500000,,,96.620202,2012-10-19 14:05:00,p19,no stress,N,16
2273,PP19,1,20121019T140600000,,,101.122045,2012-10-19 14:06:00,p19,no stress,N,17
2274,PP19,1,20121019T140700000,,,101.54981,2012-10-19 14:07:00,p19,no stress,N,18
2275,PP19,1,20121019T140800000,,,106.038038,2012-10-19 14:08:00,p19,no stress,N,19
2276,PP19,1,20121019T140900000,,,109.843008,2012-10-19 14:09:00,p19,no stress,N,20
2277,PP19,1,20121019T141000000,,,111.152734,2012-10-19 14:10:00,p19,no stress,N,21
2278,PP19,1,20121019T141100000,,,110.017614,2012-10-19 14:11:00,p19,no stress,N,22
2279,PP19,1,20121019T141200000,,,112.342734,2012-10-19 14:12:00,p19,no stress,N,23
2280,PP19,1,20121019T141300000,,,114.717988,2012-10-19 14:13:00,p19,no stress,N,24
2281,PP19,1,20121019T141400000,,,115.342648,2012-10-19 14:14:00,p19,no stress,N,25
2282,PP19,1,20121019T141500000,,,116.225828,2012-10-19 14:15:00,p19,no stress,N,26
2283,PP19,1,20121019T141600000,,,118.698585,2012-10-19 14:16:00,p19,no stress,N,27
2284,PP19,1,20121019T141700000,,,123.247254,2012-10-19 14:17:00,p19,no stress,N,28
2285,PP19,1,20121019T141800000,,,128.698241,2012-10-19 14:18:00,p19,no stress,N,29
2286,PP19,1,20121019T141900000,,,138.735573,2012-10-19 14:19:00,p19,no stress,N,30
2287,PP19,1,20121019T142000000,,,146.128704,2012-10-19 14:20:00,p19,no stress,N,31
2288,PP19,1,20121019T142100000,,,146.314443,2012-10-19 14:21:00,p19,no stress,N,32
2289,PP19,1,20121019T142200000,,,151.398644,2012-10-19 14:22:00,p19,no stress,N,33
2290,PP19,1,20121019T142300000,,,149.362171,2012-10-19 14:23:00,p19,no stress,N,34
2291,PP19,1,20121019T142400000,,,136.762593,2012-10-19 14:24:00,p19,no stress,N,35
2292,PP19,1,20121019T142500000,,,126.802911,2012-10-19 14:25:00,p19,no stress,N,36
2293,PP19,1,20121019T142600000,,,131.898469,2012-10-19 14:26:00,p19,no stress,N,37
2294,PP19,1,20121019T142700000,,,141.403512,2012-10-19 14:27:00,p19,no stress,N,38
2295,PP19,1,20121019T142800000,82,0.065925,147.499247,2012-10-19 14:28:00,p19,no stress,N,39
2296,PP19,1,20121019T142900000,,,156.309042,2012-10-19 14:29:00,p19,no stress,N,40
2297,PP19,1,20121019T143000000,,,162.323447,2012-10-19 14:30:00,p19,no stress,N,41
2298,PP19,1,20121019T143100000,,,146.113394,2012-10-19 14:31:00,p19,no stress,N,42
2299,PP19,1,20121019T143200000,,,122.985474,2012-10-19 14:32:00,p19,no stress,N,43
2300,PP19,1,20121019T143300000,,,134.634359,2012-10-19 14:33:00,p19,no stress,N,44
2301,PP19,1,20121019T143400000,,,149.704024,2012-10-19 14:34:00,p19,no stress,N,45
2302,PP19,1,20121019T143500000,,,158.921922,2012-10-19 14:35:00,p19,no stress,N,46
2303,PP19,1,20121019T143600000,,,161.072376,2012-10-19 14:36:00,p19,no stress,N,47
2304,PP19,1,20121019T143700000,,,,2012-10-19 14:37:00,p19,no stress,N,48
2305,PP19,1,20121019T143800000,,,,2012-10-19 14:38:00,p19,no stress,N,49
2306,PP19,1,20121019T143900000,,,,2012-10-19 14:39:00,p19,no stress,N,50
2307,PP19,1,20121019T144000000,,,,2012-10-19 14:40:00,p19,no stress,N,51
2308,PP19,1,20121019T144100000,,,,2012-10-19 14:41:00,p19,no stress,N,52
2309,PP19,1,20121019T144200000,,,,2012-10-19 14:42:00,p19,no stress,N,53
2310,PP19,1,20121019T144300000,,,,2012-10-19 14:43:00,p19,no stress,N,54
2311,PP19,2,20121019T150700000,,,,2012-10-19 15:07:00,p19,rest,R,78
2312,PP19,2,20121019T150800000,78,0.044662,131.321603,2012-10-19 15:08:00,p19,rest,R,79
2313,PP19,2,20121019T150900000,80,0.046104,130.194297,2012-10-19 15:09:00,p19,rest,R,80
2314,PP19,2,20121019T151000000,80,0.041739,131.923209,2012-10-19 15:10:00,p19,rest,R,81
2315,PP19,2,20121019T151100000,83,0.047662,134.264588,2012-10-19 15:11:00,p19,rest,R,82
2316,PP19,2,20121019T151200000,80,0.046537,126.139646,2012-10-19 15:12:00,p19,rest,R,83
2317,PP19,2,20121019T151800000,83,0.050671,121.661929,2012-10-19 15:18:00,p19,interruption,I,89
2318,PP19,2,20121019T151900000,77,0.054457,128.466225,2012-10-19 15:19:00,p19,interruption,I,90
2319,PP19,2,20121019T152000000,82,0.044566,135.232785,2012-10-19 15:20:00,p19,interruption,I,91
2320,PP19,2,20121019T152100000,79,0.036351,142.940019,2012-10-19 15:21:00,p19,interruption,I,92
2321,PP19,2,20121019T152200000,77,0.051587,155.197513,2012-10-19 15:22:00,p19,interruption,I,93
2322,PP19,2,20121019T152300000,81,0.049066,158.079809,2012-10-19 15:23:00,p19,interruption,I,94
2323,PP19,2,20121019T152400000,79,0.053225,156.732889,2012-10-19 15:24:00,p19,interruption,I,95
2324,PP19,2,20121019T152500000,77,0.047968,158.480661,2012-10-19 15:25:00,p19,interruption,I,96
2325,PP19,2,20121019T152600000,79,0.050193,157.153937,2012-10-19 15:26:00,p19,interruption,I,97
2326,PP19,2,20121019T152700000,83,0.043965,150.981794,2012-10-19 15:27:00,p19,interruption,I,98
2327,PP19,2,20121019T152800000,81,0.051062,156.139636,2012-10-19 15:28:00,p19,interruption,I,99
2328,PP19,2,20121019T152900000,77,0.05158,159.591828,2012-10-19 15:29:00,p19,interruption,I,100
2329,PP19,2,20121019T153000000,77,0.047363,164.282352,2012-10-19 15:30:00,p19,interruption,I,101
2330,PP19,2,20121019T153100000,79,0.054282,161.953179,2012-10-19 15:31:00,p19,interruption,I,102
2331,PP19,2,20121019T153200000,81,0.04909,144.434311,2012-10-19 15:32:00,p19,interruption,I,103
2332,PP19,2,20121019T153300000,78,0.047484,130.011129,2012-10-19 15:33:00,p19,interruption,I,104
2333,PP19,2,20121019T153400000,76,0.039062,140.197468,2012-10-19 15:34:00,p19,interruption,I,105
2334,PP19,2,20121019T153500000,78,0.044153,151.484616,2012-10-19 15:35:00,p19,interruption,I,106
2335,PP19,2,20121019T153600000,79,0.04494,160.480661,2012-10-19 15:36:00,p19,interruption,I,107
2336,PP19,2,20121019T153700000,82,0.044299,169.226614,2012-10-19 15:37:00,p19,interruption,I,108
2337,PP19,2,20121019T153800000,79,0.051212,177.649217,2012-10-19 15:38:00,p19,interruption,I,109
2338,PP19,2,20121019T153900000,78,0.038091,186.713345,2012-10-19 15:39:00,p19,interruption,I,110
2339,PP19,2,20121019T154000000,79,0.044032,192.917435,2012-10-19 15:40:00,p19,interruption,I,111
2340,PP19,2,20121019T154100000,80,0.045729,198.730245,2012-10-19 15:41:00,p19,interruption,I,112
2341,PP19,2,20121019T154200000,82,0.043671,203.553194,2012-10-19 15:42:00,p19,interruption,I,113
2342,PP19,2,20121019T154300000,78,0.049719,200.471229,2012-10-19 15:43:00,p19,interruption,I,114
2343,PP19,2,20121019T154400000,79,0.042089,200.87039,2012-10-19 15:44:00,p19,interruption,I,115
2344,PP19,2,20121019T154500000,81,0.048189,187.460858,2012-10-19 15:45:00,p19,interruption,I,116
2345,PP19,2,20121019T154600000,81,0.042028,195.489767,2012-10-19 15:46:00,p19,interruption,I,117
2346,PP19,2,20121019T154700000,81,0.041654,184.627041,2012-10-19 15:47:00,p19,interruption,I,118
2347,PP19,2,20121019T154800000,80,0.039658,178.180916,2012-10-19 15:48:00,p19,interruption,I,119
2348,PP19,2,20121019T154900000,80,0.039175,182.471435,2012-10-19 15:49:00,p19,interruption,I,120
2349,PP19,2,20121019T155000000,80,0.044915,181.645476,2012-10-19 15:50:00,p19,interruption,I,121
2350,PP19,2,20121019T155100000,81,0.046342,177.770495,2012-10-19 15:51:00,p19,interruption,I,122
2351,PP19,2,20121019T155200000,79,0.042875,182.049439,2012-10-19 15:52:00,p19,interruption,I,123
2352,PP19,2,20121019T155300000,81,0.043968,175.81473,2012-10-19 15:53:00,p19,interruption,I,124
2353,PP19,2,20121019T155400000,77,0.04308,167.586553,2012-10-19 15:54:00,p19,interruption,I,125
2354,PP19,2,20121019T155500000,77,0.039378,168.532094,2012-10-19 15:55:00,p19,interruption,I,126
2355,PP19,2,20121019T155600000,74,0.03365,158.199402,2012-10-19 15:56:00,p19,interruption,I,127
2356,PP19,2,20121019T155700000,77,0.061031,156.544518,2012-10-19 15:57:00,p19,interruption,I,128
2357,PP19,2,20121019T155800000,78,0.048048,159.65717,2012-10-19 15:58:00,p19,interruption,I,129
2358,PP19,2,20121019T155900000,71,0.038686,154.026764,2012-10-19 15:59:00,p19,interruption,I,130
2359,PP19,3,20121019T161500000,74,0.048993,132.951007,2012-10-19 16:15:00,p19,rest,R,146
2360,PP19,3,20121019T161600000,77,0.046092,136.72483,2012-10-19 16:16:00,p19,rest,R,147
2361,PP19,3,20121019T161700000,71,0.051762,138.070589,2012-10-19 16:17:00,p19,rest,R,148
2362,PP19,3,20121019T161800000,74,0.042427,142.220302,2012-10-19 16:18:00,p19,rest,R,149
2363,PP19,3,20121019T161900000,74,0.05354,141.137147,2012-10-19 16:19:00,p19,rest,R,150
2364,PP19,3,20121019T162,73,0.044442,142.950105,2012-10-19 16:02:00,p19,rest,R,133
2365,PP19,3,20121019T162400000,79,0.054191,126.312593,2012-10-19 16:24:00,p19,time pressure,T,155
2366,PP19,3,20121019T162500000,79,0.053295,131.328493,2012-10-19 16:25:00,p19,time pressure,T,156
2367,PP19,3,20121019T162600000,76,0.053961,127.191889,2012-10-19 16:26:00,p19,time pressure,T,157
2368,PP19,3,20121019T162700000,,,135.771433,2012-10-19 16:27:00,p19,time pressure,T,158
2369,PP19,3,20121019T162800000,,,136.609919,2012-10-19 16:28:00,p19,time pressure,T,159
2370,PP19,3,20121019T162900000,,,147.929136,2012-10-19 16:29:00,p19,time pressure,T,160
2371,PP19,3,20121019T163000000,,,155.459292,2012-10-19 16:30:00,p19,time pressure,T,161
2372,PP19,3,20121019T163100000,,,144.657559,2012-10-19 16:31:00,p19,time pressure,T,162
2373,PP19,3,20121019T163200000,,,130.365422,2012-10-19 16:32:00,p19,time pressure,T,163
2374,PP19,3,20121019T163300000,,,133.193366,2012-10-19 16:33:00,p19,time pressure,T,164
2375,PP19,3,20121019T163400000,,,144.535686,2012-10-19 16:34:00,p19,time pressure,T,165
2376,PP19,3,20121019T163500000,,,151.497775,2012-10-19 16:35:00,p19,time pressure,T,166
2377,PP19,3,20121019T163600000,,,156.856934,2012-10-19 16:36:00,p19,time pressure,T,167
2378,PP19,3,20121019T163700000,,,153.177721,2012-10-19 16:37:00,p19,time pressure,T,168
2379,PP19,3,20121019T163800000,,,160.949658,2012-10-19 16:38:00,p19,time pressure,T,169
2380,PP19,3,20121019T163900000,,,158.615607,2012-10-19 16:39:00,p19,time pressure,T,170
2381,PP19,3,20121019T164000000,,,158.502294,2012-10-19 16:40:00,p19,time pressure,T,171
2382,PP19,3,20121019T164100000,,,159.750039,2012-10-19 16:41:00,p19,time pressure,T,172
2383,PP19,3,20121019T164200000,,,162.385675,2012-10-19 16:42:00,p19,time pressure,T,173
2384,PP19,3,20121019T164300000,,,166.437726,2012-10-19 16:43:00,p19,time pressure,T,174
2385,PP19,3,20121019T164400000,,,170.433685,2012-10-19 16:44:00,p19,time pressure,T,175
2386,PP19,3,20121019T164500000,,,171.958444,2012-10-19 16:45:00,p19,time pressure,T,176
2387,PP19,3,20121019T164600000,,,,2012-10-19 16:46:00,p19,time pressure,T,177
2388,PP19,3,20121019T164700000,,,,2012-10-19 16:47:00,p19,time pressure,T,178
2389,PP19,3,20121019T164800000,,,,2012-10-19 16:48:00,p19,time pressure,T,179
2390,PP19,3,20121019T164900000,,,,2012-10-19 16:49:00,p19,time pressure,T,180
2391,PP19,3,20121019T165000000,,,,2012-10-19 16:50:00,p19,time pressure,T,181
