,PP,C,timestamp,HR,RMSSD,SCL,date,subject,label,Condition,ElapsedTime
2521,PP21,1,20121031T153900000,68,0.05549,349.855726,2012-10-31 15:39:00,p21,rest,R,0
2522,PP21,1,20121031T154000000,69,0.079529,458.326925,2012-10-31 15:40:00,p21,rest,R,1
2523,PP21,1,20121031T154100000,70,0.064568,561.332213,2012-10-31 15:41:00,p21,rest,R,2
2524,PP21,1,20121031T154200000,72,0.070616,580.268367,2012-10-31 15:42:00,p21,rest,R,3
2525,PP21,1,20121031T154300000,67,0.070094,587.326571,2012-10-31 15:43:00,p21,rest,R,4
2526,PP21,1,20121031T154400000,76,0.081506,601.238557,2012-10-31 15:44:00,p21,rest,R,5
2527,PP21,1,20121031T155100000,74,0.068361,167.371916,2012-10-31 15:51:00,p21,no stress,N,12
2528,PP21,1,20121031T155200000,73,0.059229,230.56785,2012-10-31 15:52:00,p21,no stress,N,13
2529,PP21,1,20121031T155300000,76,0.046064,355.42364,2012-10-31 15:53:00,p21,no stress,N,14
2530,PP21,1,20121031T155400000,76,0.054792,428.60786,2012-10-31 15:54:00,p21,no stress,N,15
2531,PP21,1,20121031T155500000,75,0.062583,406.117911,2012-10-31 15:55:00,p21,no stress,N,16
2532,PP21,1,20121031T155600000,72,0.071597,409.697484,2012-10-31 15:56:00,p21,no stress,N,17
2533,PP21,1,20121031T155700000,73,0.058583,411.278727,2012-10-31 15:57:00,p21,no stress,N,18
2534,PP21,1,20121031T155800000,,,391.5383,2012-10-31 15:58:00,p21,no stress,N,19
2535,PP21,1,20121031T155900000,75,0.049787,438.856459,2012-10-31 15:59:00,p21,no stress,N,20
2536,PP21,1,20121031T160000000,76,0.057211,472.22886,2012-10-31 16:00:00,p21,no stress,N,21
2537,PP21,1,20121031T160100000,77,0.048618,415.652667,2012-10-31 16:01:00,p21,no stress,N,22
2538,PP21,1,20121031T160200000,75,0.062143,429.592892,2012-10-31 16:02:00,p21,no stress,N,23
2539,PP21,1,20121031T160300000,73,0.061931,407.634845,2012-10-31 16:03:00,p21,no stress,N,24
2540,PP21,1,20121031T160400000,73,0.060436,423.638972,2012-10-31 16:04:00,p21,no stress,N,25
2541,PP21,1,20121031T160500000,73,0.065404,429.444654,2012-10-31 16:05:00,p21,no stress,N,26
2542,PP21,1,20121031T160600000,75,0.054274,445.726186,2012-10-31 16:06:00,p21,no stress,N,27
2543,PP21,1,20121031T160700000,71,0.060734,499.565161,2012-10-31 16:07:00,p21,no stress,N,28
2544,PP21,1,20121031T160800000,76,0.04407,463.836054,2012-10-31 16:08:00,p21,no stress,N,29
2545,PP21,1,20121031T160900000,74,0.047686,412.800685,2012-10-31 16:09:00,p21,no stress,N,30
2546,PP21,1,20121031T161000000,74,0.053769,427.466263,2012-10-31 16:10:00,p21,no stress,N,31
2547,PP21,1,20121031T161100000,73,0.057999,435.384078,2012-10-31 16:11:00,p21,no stress,N,32
2548,PP21,1,20121031T161200000,76,0.049541,403.394146,2012-10-31 16:12:00,p21,no stress,N,33
2549,PP21,1,20121031T161300000,71,0.054303,399.089507,2012-10-31 16:13:00,p21,no stress,N,34
2550,PP21,1,20121031T161400000,74,0.057002,411.29225,2012-10-31 16:14:00,p21,no stress,N,35
2551,PP21,1,20121031T161500000,74,0.065676,368.822109,2012-10-31 16:15:00,p21,no stress,N,36
2552,PP21,1,20121031T161600000,72,0.072003,369.750935,2012-10-31 16:16:00,p21,no stress,N,37
2553,PP21,1,20121031T161700000,72,0.070223,365.877344,2012-10-31 16:17:00,p21,no stress,N,38
2554,PP21,1,20121031T161800000,75,0.055196,365.568995,2012-10-31 16:18:00,p21,no stress,N,39
2555,PP21,1,20121031T161900000,76,0.054486,298.66443,2012-10-31 16:19:00,p21,no stress,N,40
2556,PP21,1,20121031T162,73,0.050455,358.882838,2012-10-31 16:02:00,p21,no stress,N,23
2557,PP21,1,20121031T162100000,73,0.050735,414.231041,2012-10-31 16:21:00,p21,no stress,N,42
2558,PP21,1,20121031T162200000,76,0.05493,386.499848,2012-10-31 16:22:00,p21,no stress,N,43
2559,PP21,1,20121031T162300000,76,0.05968,376.844879,2012-10-31 16:23:00,p21,no stress,N,44
2560,PP21,1,20121031T162400000,72,0.057535,417.637997,2012-10-31 16:24:00,p21,no stress,N,45
2561,PP21,1,20121031T162500000,,,397.206915,2012-10-31 16:25:00,p21,no stress,N,46
2562,PP21,1,20121031T162600000,73,0.05898,372.226555,2012-10-31 16:26:00,p21,no stress,N,47
2563,PP21,1,20121031T162700000,76,0.050963,356.930506,2012-10-31 16:27:00,p21,no stress,N,48
2564,PP21,1,20121031T162800000,75,0.06851,360.004536,2012-10-31 16:28:00,p21,no stress,N,49
2565,PP21,1,20121031T162900000,71,0.069107,381.692687,2012-10-31 16:29:00,p21,no stress,N,50
2566,PP21,1,20121031T163000000,74,0.06156,388.79116,2012-10-31 16:30:00,p21,no stress,N,51
2567,PP21,1,20121031T163100000,76,0.062856,325.248428,2012-10-31 16:31:00,p21,no stress,N,52
2568,PP21,1,20121031T163200000,75,0.05908,300.224893,2012-10-31 16:32:00,p21,no stress,N,53
2569,PP21,2,20121031T164900000,73,0.068134,311.854711,2012-10-31 16:49:00,p21,rest,R,70
2570,PP21,2,20121031T165000000,75,0.060057,363.384959,2012-10-31 16:50:00,p21,rest,R,71
2571,PP21,2,20121031T165100000,74,0.05007,382.732012,2012-10-31 16:51:00,p21,rest,R,72
2572,PP21,2,20121031T165200000,75,0.03907,409.568573,2012-10-31 16:52:00,p21,rest,R,73
2573,PP21,2,20121031T165300000,70,0.057215,409.92466,2012-10-31 16:53:00,p21,rest,R,74
2574,PP21,2,20121031T165400000,69,0.061865,416.183455,2012-10-31 16:54:00,p21,rest,R,75
2575,PP21,2,20121031T165700000,76,0.057069,234.849797,2012-10-31 16:57:00,p21,interruption,I,78
2576,PP21,2,20121031T165800000,75,0.044424,180.535975,2012-10-31 16:58:00,p21,interruption,I,79
2577,PP21,2,20121031T165900000,76,0.070956,248.65154,2012-10-31 16:59:00,p21,interruption,I,80
2578,PP21,2,20121031T170000000,76,0.042389,263.861347,2012-10-31 17:00:00,p21,interruption,I,81
2579,PP21,2,20121031T170100000,,,294.5658,2012-10-31 17:01:00,p21,interruption,I,82
2580,PP21,2,20121031T170200000,,,316.765397,2012-10-31 17:02:00,p21,interruption,I,83
2581,PP21,2,20121031T170300000,74,0.187953,320.618055,2012-10-31 17:03:00,p21,interruption,I,84
2582,PP21,2,20121031T170400000,71,0.045838,284.246407,2012-10-31 17:04:00,p21,interruption,I,85
2583,PP21,2,20121031T170500000,,,263.549396,2012-10-31 17:05:00,p21,interruption,I,86
2584,PP21,2,20121031T170600000,,,273.111089,2012-10-31 17:06:00,p21,interruption,I,87
2585,PP21,2,20121031T170700000,,,322.543488,2012-10-31 17:07:00,p21,interruption,I,88
2586,PP21,2,20121031T170800000,,,357.027464,2012-10-31 17:08:00,p21,interruption,I,89
2587,PP21,2,20121031T170900000,,,387.841992,2012-10-31 17:09:00,p21,interruption,I,90
2588,PP21,2,20121031T171000000,71,0.054779,385.188713,2012-10-31 17:10:00,p21,interruption,I,91
