,PP,C,timestamp,HR,RMSSD,SCL,date,subject,label,Condition,ElapsedTime
1764,PP15,1,20121015T092500000,64,0.051924,322.605185,2012-10-15 09:25:00,p15,rest,R,0
1765,PP15,1,20121015T092600000,64,0.044415,339.325173,2012-10-15 09:26:00,p15,rest,R,1
1766,PP15,1,20121015T092700000,65,0.045843,342.286569,2012-10-15 09:27:00,p15,rest,R,2
1767,PP15,1,20121015T092800000,64,0.050248,332.704869,2012-10-15 09:28:00,p15,rest,R,3
1768,PP15,1,20121015T092900000,64,0.042828,358.903568,2012-10-15 09:29:00,p15,rest,R,4
1769,PP15,1,20121015T093000000,64,0.045673,351.562928,2012-10-15 09:30:00,p15,rest,R,5
1770,PP15,1,20121015T093600000,64,0.038008,239.22251,2012-10-15 09:36:00,p15,no stress,N,11
1771,PP15,1,20121015T093700000,66,0.037865,258.302019,2012-10-15 09:37:00,p15,no stress,N,12
1772,PP15,1,20121015T093800000,64,0.034065,253.776468,2012-10-15 09:38:00,p15,no stress,N,13
1773,PP15,1,20121015T093900000,69,0.034808,257.020624,2012-10-15 09:39:00,p15,no stress,N,14
1774,PP15,1,20121015T094000000,68,0.032765,251.167034,2012-10-15 09:40:00,p15,no stress,N,15
1775,PP15,1,20121015T094100000,71,0.03419,240.323393,2012-10-15 09:41:00,p15,no stress,N,16
1776,PP15,1,20121015T094200000,70,0.043754,234.697349,2012-10-15 09:42:00,p15,no stress,N,17
1777,PP15,1,20121015T094300000,65,0.075572,242.393855,2012-10-15 09:43:00,p15,no stress,N,18
1778,PP15,1,20121015T094400000,63,0.041804,243.995927,2012-10-15 09:44:00,p15,no stress,N,19
1779,PP15,1,20121015T094500000,63,0.049347,245.914339,2012-10-15 09:45:00,p15,no stress,N,20
1780,PP15,1,20121015T094600000,65,0.039182,241.009615,2012-10-15 09:46:00,p15,no stress,N,21
1781,PP15,1,20121015T094700000,66,0.045946,238.389741,2012-10-15 09:47:00,p15,no stress,N,22
1782,PP15,1,20121015T094800000,67,0.049493,237.982314,2012-10-15 09:48:00,p15,no stress,N,23
1783,PP15,1,20121015T094900000,64,0.040535,230.769727,2012-10-15 09:49:00,p15,no stress,N,24
1784,PP15,1,20121015T095000000,66,0.040505,241.466511,2012-10-15 09:50:00,p15,no stress,N,25
1785,PP15,1,20121015T095100000,,,244.481542,2012-10-15 09:51:00,p15,no stress,N,26
1786,PP15,1,20121015T095200000,,,237.414995,2012-10-15 09:52:00,p15,no stress,N,27
1787,PP15,1,20121015T095300000,63,0.101662,239.907356,2012-10-15 09:53:00,p15,no stress,N,28
1788,PP15,1,20121015T095400000,68,0.030321,248.580811,2012-10-15 09:54:00,p15,no stress,N,29
1789,PP15,1,20121015T095500000,65,0.058586,231.519311,2012-10-15 09:55:00,p15,no stress,N,30
1790,PP15,1,20121015T095600000,58,0.048726,223.723926,2012-10-15 09:56:00,p15,no stress,N,31
1791,PP15,1,20121015T095700000,63,0.041438,253.724648,2012-10-15 09:57:00,p15,no stress,N,32
1792,PP15,1,20121015T095800000,64,0.041693,277.014995,2012-10-15 09:58:00,p15,no stress,N,33
1793,PP15,1,20121015T095900000,64,0.059059,290.964604,2012-10-15 09:59:00,p15,no stress,N,34
1794,PP15,1,20121015T100000000,62,0.042244,258.950847,2012-10-15 10:00:00,p15,no stress,N,35
1795,PP15,1,20121015T100100000,63,0.049879,254.835459,2012-10-15 10:01:00,p15,no stress,N,36
1796,PP15,1,20121015T100200000,63,0.044138,272.512525,2012-10-15 10:02:00,p15,no stress,N,37
1797,PP15,1,20121015T100300000,64,0.041111,262.391942,2012-10-15 10:03:00,p15,no stress,N,38
1798,PP15,1,20121015T100400000,62,0.041707,230.369166,2012-10-15 10:04:00,p15,no stress,N,39
1799,PP15,1,20121015T100500000,63,0.041408,232.782897,2012-10-15 10:05:00,p15,no stress,N,40
1800,PP15,1,20121015T100600000,,,227.581667,2012-10-15 10:06:00,p15,no stress,N,41
1801,PP15,1,20121015T100700000,60,0.064169,239.953639,2012-10-15 10:07:00,p15,no stress,N,42
1802,PP15,1,20121015T100800000,,,231.688613,2012-10-15 10:08:00,p15,no stress,N,43
1803,PP15,1,20121015T100900000,60,0.058432,221.866242,2012-10-15 10:09:00,p15,no stress,N,44
1804,PP15,1,20121015T101000000,62,0.05,215.290252,2012-10-15 10:10:00,p15,no stress,N,45
1805,PP15,1,20121015T101100000,64,0.068925,207.585101,2012-10-15 10:11:00,p15,no stress,N,46
1806,PP15,1,20121015T101200000,,,195.54007,2012-10-15 10:12:00,p15,no stress,N,47
1807,PP15,1,20121015T101300000,,,197.412195,2012-10-15 10:13:00,p15,no stress,N,48
1808,PP15,1,20121015T101400000,,,221.544285,2012-10-15 10:14:00,p15,no stress,N,49
1809,PP15,1,20121015T101500000,61,0.057527,249.512395,2012-10-15 10:15:00,p15,no stress,N,50
1810,PP15,1,20121015T101600000,65,0.053307,226.536407,2012-10-15 10:16:00,p15,no stress,N,51
1811,PP15,2,20121015T102700000,61,0.07019,237.676187,2012-10-15 10:27:00,p15,rest,R,62
1812,PP15,2,20121015T102800000,,,250.10271,2012-10-15 10:28:00,p15,rest,R,63
1813,PP15,2,20121015T102900000,,,254.253666,2012-10-15 10:29:00,p15,rest,R,64
1814,PP15,2,20121015T103000000,,,256.594245,2012-10-15 10:30:00,p15,rest,R,65
1815,PP15,2,20121015T103100000,,,264.094877,2012-10-15 10:31:00,p15,rest,R,66
1816,PP15,2,20121015T103200000,,,278.372216,2012-10-15 10:32:00,p15,rest,R,67
1817,PP15,2,20121015T103600000,,,295.832091,2012-10-15 10:36:00,p15,time pressure,T,71
1818,PP15,2,20121015T103700000,,,294.024052,2012-10-15 10:37:00,p15,time pressure,T,72
1819,PP15,2,20121015T103800000,,,295.741236,2012-10-15 10:38:00,p15,time pressure,T,73
1820,PP15,2,20121015T103900000,,,301.024039,2012-10-15 10:39:00,p15,time pressure,T,74
1821,PP15,2,20121015T104000000,,,306.818789,2012-10-15 10:40:00,p15,time pressure,T,75
1822,PP15,2,20121015T104100000,,,310.083756,2012-10-15 10:41:00,p15,time pressure,T,76
1823,PP15,2,20121015T104200000,,,290.00098,2012-10-15 10:42:00,p15,time pressure,T,77
1824,PP15,2,20121015T104300000,,,296.284444,2012-10-15 10:43:00,p15,time pressure,T,78
1825,PP15,2,20121015T104400000,,,283.632749,2012-10-15 10:44:00,p15,time pressure,T,79
1826,PP15,2,20121015T104500000,,,282.243188,2012-10-15 10:45:00,p15,time pressure,T,80
